ID,Barcode,Item_Name,MRP,Rate_A,Rate_B,WS_Price,Rate_C,Last_Used,Available_Stock,UOM,HSN,Tax_Percentage,Discount_Percentage,Low_Stock_Quantity,Expiry_Date,Description,Total_Sold,Brand_Name,Supplier_Name,Full_Bin_Qty,Managed_Bin
2035,2035,Tube Camisole Long 8214 Skin,399,250,199,110,180,14-02-2022,11,Pcs,,0,0,1,01-01-2100,KavJay,0,,,0,FALSE
2036,2036,Tube Camisole Long 8214 White,399,250,199,110,180,24-05-2022,11,Pcs,,0,0,1,01-01-2100,KavJay,0,,,0,FALSE
2037,2037,Tube LA2 with T/P Belt Blue,360,280,255,160,240,10-08-2020,0,Pcs,,0,0,0,01-01-2100,KavJay,0,,,0,FALSE
2038,2038,Tube LA2 with T/P Belt Red,360,280,255,160,240,19-06-2021,0,Pcs,,0,0,0,01-01-2100,KavJay,0,,,0,FALSE
2039,2039,Bralatte LA1 TOP,360,225,255,115,240,30-11-2022,12,Pcs,6212,0,0,0,01-01-2100,Fashion Time,8,,,0,FALSE
2040,2040,Push Up Bralatte Black 803,340,300,250,150,225,04-07-2021,0,Pcs,6212,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2041,2041,Push Up Bralatte White 803,340,300,250,150,225,20-06-2020,3,Pcs,6212,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2042,2042,Push Up Set Wine 610 32,699,555,500,210,420,11-01-2020,1,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2043,2043,Push Up Set Red 610 32,699,555,500,210,420,16-12-2020,0,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2044,2044,Push Up Set Black 610 32,699,555,500,210,420,31-10-2020,-1,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2045,2045,Push Up Backless 32 Cherry Red 990,450,380,340,150,312.5,20-06-2020,0,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2046,2046,Push Up Backless 32 Black 990,450,380,340,150,312.5,08-08-2020,0,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2047,2047,Push Up Backless 34 Black 990,450,380,340,150,312.5,11-06-2022,-1,Pcs,,0,0,2,01-01-2100,kavjay,2,,,0,FALSE
2048,2048,Push Up Backless 34 Red 990,450,380,340,150,312.5,19-04-2022,0,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2049,2049,Push Up Backless 36 Red 990,450,380,340,150,312.5,17-01-2022,1,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2050,2050,Push Up Backless 36 Skin 990,450,380,340,150,312.5,17-02-2022,-2,Pcs,,0,0,2,01-01-2100,kavjay,0,,,0,FALSE
2051,2051,Push Up Backless 36 Black 990,450,380,340,150,312.5,12-04-2022,0,Pcs,,0,0,2,01-01-2100,kavjay,1,,,0,FALSE
2052,2052,Push Up Bra Plain Red 32 789,399,300,300,150,260,20-12-2021,0,Pcs,6212,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2053,2053,Silicon Butterfly Black B Cup,499,300,239,155,290,15-12-2022,4,Pcs.,,0,0,1,01-01-2100,Silicon Butterfly Black Black F - Bra - Kavjay,1,,,0,FALSE
2054,2054,Silicon Butterfly Skin B Cup,499,300,239,155,290,04-01-2023,10,Pcs.,,0,0,1,01-01-2100,Silicon Butterfly Skin  F - Bra - Sunder/Kavjay,14,,,0,FALSE
2055,2055,Silicon Nipple Cover,399,150,150,75,200,23-01-2023,25,Pcs,,0,0,0,01-01-2100,Kavjay,40,,,0,FALSE
2056,2056,Silicon Breast Lift Nipple Cover Skin Rabbit Pull ups KP0129,999,200,200,125,170,07-01-2023,50,Pcs,,0,0,0,01-01-2100,Fashion Time,45,,,0,FALSE
2057,2057,Silicon Breast Lift Nipple Cover Black Rabbit Pull ups KP0129,999,200,169,125,170,14-01-2023,11,Pcs,,0,0,0,01-01-2100,Fashion Time,47,,,0,FALSE
2058,2058,Mini Nipple Cover Skin,499,200,200,100,175,20-06-2020,0,Pcs,,0,0,0,01-01-2100,Kavjay,0,,,0,FALSE
2059,2059,Mini Nipple Cover Black,499,200,200,100,175,12-05-2021,1,Pcs,,0,0,0,01-01-2100,Kavjay,0,,,0,FALSE
2060,2060,Seamless Shorts 6035 White,380,280,250,145,200,09-09-2022,1,Pcs,,0,0,0,01-01-2100,Arihant,6,,,0,FALSE
2061,2061,Seamless Shorts 6035 746 Skin,380,280,250,145,200,15-12-2022,6,Pcs,,0,0,0,01-01-2100,Arihant,5,,,0,FALSE
2062,2062,Seamless Shorts 6035 746 Black,380,280,250,145,200,16-01-2023,4,Pcs,,0,0,0,01-01-2100,Arhant,2,,,0,FALSE
2063,2063,Kama Sutra 30,30,30,25,14.8,24,19-02-2021,15,Pcs,,0,0,2,01-01-2100,Amazon,0,,,0,FALSE
2064,2064,Soniya Sports Bra 28,60,40,40,30,38,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2065,2065,Soniya Sports Bra 30,60,40,40,30,38,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2066,2066,Soniya Sports Bra 32,60,40,40,30,38,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2067,2067,Soniya Sports Bra 34,60,40,40,30,38,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2068,2068,Soniya Sports Bra 36,60,40,40,30,38,12-05-2021,7,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2069,2069,Soniya Sports Bra 38,60,40,40,30,38,17-12-2019,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2070,2070,Soniya Sports Bra 40,60,40,40,30,38,17-12-2019,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2071,2071,Zikra Bra 28,60,36,36,26,33,12-05-2021,4,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2072,2072,Zikra Bra 30,60,36,36,26,33,12-05-2021,6,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2073,2073,Zikra Bra 32,60,36,36,26,33,12-05-2021,13,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2074,2074,Zikra Bra 34,60,36,36,26,33,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2075,2075,Zikra Bra 36,60,36,36,26,33,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2076,2076,Zikra Bra 38,60,36,36,26,33,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2077,2077,Zikra Bra 40,60,36,36,26,33,12-05-2021,30,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2078,2078,Meera Bra 28,40,25,25,17.5,22,17-12-2019,0,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2079,2079,Meera Bra 30,40,25,25,17.5,22,17-12-2019,0,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2080,2080,Meera Bra 32,40,25,25,17.5,22,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2081,2081,Meera Bra 34,40,25,25,17.5,22,20-06-2020,0,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2082,2082,Meera Bra 36,40,25,25,17.5,22,12-05-2021,6,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2083,2083,Meera Bra 38,40,25,25,17.5,22,17-12-2019,0,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2084,2084,Meera Bra 40,40,25,25,17.5,22,12-05-2021,12,Pcs,6212,0,0,0,01-01-2100,Kyonki - Guruji,0,,,0,FALSE
2085,2085,Sporty Koti Sports Bra 32,56,30,30,20,26,20-11-2022,-2,Pcs,6212,0,0,0,01-01-2100,Guruji,2,,,0,FALSE
2086,2086,Sporty Koti Sports Bra 34,56,30,30,20,26,22-01-2023,-5,Pcs,6212,0,0,0,01-01-2100,Guruji,4,,,0,FALSE
2087,2087,Sporty Koti Sports Bra 36,56,30,30,20,26,21-09-2021,-1,Pcs,6212,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2088,2088,Trupti Bloomer Plain 60,50,30,30,22,28,12-05-2021,20,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2089,2089,Trupti Bloomer Plain 65,50,30,30,22,28,12-05-2021,10,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2090,2090,Trupti Bloomer Plain 70,50,30,30,22,28,30-12-2021,6,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2091,2091,Trupti Bloomer Plain 75,50,30,30,23,28,12-05-2021,1,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2092,2092,Lucky Bloomer Plain 80,60,35,32,25,30,20-06-2020,0,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2093,2093,Bloomer Plain Lucky Nicky 85,60,35,35,28,30,11-01-2023,16,Pcs,6108,0,0,0,01-01-2100,Guruji Modi,4,,,0,FALSE
2094,2094,Lucky Bloomer Plain 90,60,35,32,25,30,20-06-2020,0,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2095,2095,Lucky Bloomer Plain 95,65,38,35,28,33,27-04-2021,-2,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2096,2096,Lucky Bloomer Plain 100,65,38,35,28,33,20-06-2020,0,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2097,2097,DL Bloomer Plain No.3 - Size 50/55,30,25,20,13,18,12-05-2021,7,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2098,2098,DL Bloomer Plain No.6 - Size 70/75/80,35,25,25,16,22,24-01-2023,10,Pcs,,0,0,0,01-01-2100,Guruji,1,,,0,FALSE
2099,2099,DL Bloomer Plain No.7 - Size 65/70/75,40,25,25,17,22,12-05-2021,22,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2100,2100,3001P Medium,219,200,195,151.14,182.94,21-12-2021,0,Pcs,,0,0,1,01-01-2100,Pagali Jockey,0,,,0,FALSE
2101,2101,Paris Beauty CK Multi 34 182,182,160,150,129,140,16-12-2022,10,Pcs,,0,0,2,01-01-2100,Bakliwal,11,,,0,FALSE
2102,2102,Rekha Sports Bra 36,60,35,35,25,30,12-05-2021,6,Pcs,6212,0,0,0,01-01-2100,Bul Bal - Guruji,0,,,0,FALSE
2103,2103,Winter Socks,50,30,30,20,25,15-11-2022,0,Pcs.,,0,0,2,01-01-2100,Guruji,1,,,0,FALSE
2104,2104,Heena Plain Panty 80,45,30,30,20,25,27-09-2022,6,Pcs,6108,0,0,2,01-01-2100,Pawan - Guruji Hosiery,3,,,0,FALSE
2105,2105,Heena Plain Panty 85,45,30,30,20,25,22-01-2023,-18,Pcs,6108,0,0,2,01-01-2100,Pawan - Guruji Hosiery,12,,,0,FALSE
2106,2106,Heena / Nihal Plain Panty 90,45,30,30,20,25,22-01-2023,-17,Pcs,6108,0,0,2,01-01-2100,Pawan - Guruji Hosiery,8,,,0,FALSE
2107,2107,Heena Print Panty 95,48,30,30,21,25,18-09-2022,0,Pcs,6108,0,0,2,01-01-2100,Pawan - Guruji Hosiery,6,,,0,FALSE
2108,2108,Zox/ Trix  Printed Panty 85,48,30,30,21,25,25-01-2023,-4,Pcs,6108,0,0,2,01-01-2100,Fashion Panty - Guruji Hosiery,15,,,0,FALSE
2109,2109,Zox/ Trix  Printed Panty 90,48,30,30,24,25,22-01-2023,-23,Pcs,6108,0,0,2,01-01-2100,Fashion Panty - Guruji Hosiery,25,,,0,FALSE
2110,2110,Arokya Bloomer Plain 90,45,20,25,15,20,20-06-2020,0,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2111,2111,Arokya Bloomer Plain 100,45,25,25,17,20,12-05-2021,4,Pcs,,0,0,0,01-01-2100,Guruji,0,,,0,FALSE
2112,2112,Lux Inferno Thermal Top 80,481,375,380,290,380,27-11-2022,3,Pcs,,0,0,0,01-01-2100,Bakliwal,1,,,0,FALSE
2113,2113,Lux Inferno Thermal Top 85,423,350,370,282,400,30-12-2021,0,Pcs,,0,0,0,01-01-2100,Bakliwal,0,,,0,FALSE
2114,2114,Lux Inferno Thermal Top 90,525,400,370,315,400,30-11-2022,1,Pcs,,0,0,0,01-01-2100,Bakliwal,3,,,0,FALSE
2115,2115,lux Inferno Thermal Lower 85,514,425,450,336,400,28-09-2022,0,Pcs,,0,0,2,01-01-2100,Bakliwal,1,,,0,FALSE
2116,2116,Sanya  Thermal Slip 80,280,200,190,115,190,21-12-2021,6,Pcs,,0,0,2,01-01-2100,Bakliwal,0,,,0,FALSE
2117,2117,Sanya  Thermal Slip 85,280,200,190,115,0,10-12-2022,5,Pcs,,0,0,2,01-01-2100,Bakliwal,1,,,0,FALSE
2118,2118,Sanya  Thermal Slip 90,280,200,190,115,180,19-01-2022,5,Pcs,,0,0,2,01-01-2100,Bakliwal,0,,,0,FALSE
2119,2119,Sanya  Thermal Lower 105,350,250,250,165,250,17-12-2021,2,Pcs,,0,0,2,01-01-2100,Bakliwal,0,,,0,FALSE
2120,2120,Hanky 25,25,17,17,0,15,08-01-2020,0,Pcs,,0,0,2,01-01-2100,,0,,,0,FALSE
2121,2121,Hanky 30,30,20,20,0,18,20-06-2020,-23,Pcs,,0,0,2,01-01-2100,,0,,,0,FALSE
2122,2122,1406 HIPSTER S(3combo) DASTD,498,450,450,343.7,450,13-01-2023,3,Pcs,,0,0,2,01-01-2100,Pagli,2,,,0,FALSE
2123,2123,1406 HIPSTER M(3combo) DASTD,439,395,395,289,395,25-08-2022,0,Pcs,,0,0,2,01-01-2100,Pagli,2,,,0,FALSE
2124,2124,1250 Bra 38C WSkin 555,555,500,493,397.73,493,19-03-2022,1,Pcs,,0,0,1,01-01-2100,Pagali Jockey,1,,,0,FALSE
2125,2125,Spare,529,470,470,379,460,09-03-2022,0,Pcs,,0,0,1,01-01-2100,Pagali Jockey,0,,,0,FALSE
2126,2126,Spare,529,480,470,379,460,21-05-2022,0,Pcs,,0,0,1,01-01-2100,Pagali Jockey,2,,,0,FALSE
2127,2127,Spare,479,430,427,330,400.13,19-06-2022,0,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,1,,,0,FALSE
2128,2128,1722 30 Bra  B Cup Jockey Jteal 499,499,450,430,334.68,415,02-06-2022,1,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,2,,,0,FALSE
2129,2129,Spare,499,450,450,337,450,14-03-2022,0,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,1,,,0,FALSE
2130,2130,Spare,499,450,430,382,415,05-08-2022,0,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,4,,,0,FALSE
2131,2131,Spare,499,450,430,337,415,20-05-2022,0,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,2,,,0,FALSE
2132,2132,Spare,499,450,450,337,450,22-04-2022,0,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,1,,,0,FALSE
2133,2133,1722 36 Bra B-Cup Jockey Jteal 489,499,450,450,337,450,30-01-2022,1,Pcs,6212,0,0,1,01-01-2100,A Pagali Jockey,0,,,0,FALSE
2134,2134,Spare,529,470,470,379,460,19-03-2022,0,Pcs,,0,0,1,01-01-2100,Pagali Jockey,0,,,0,FALSE
2135,2135,Spare,529,470,470,379,460,19-03-2022,0,Pcs,,0,0,1,01-01-2100,Pagali Jockey,0,,,0,FALSE
2136,2136,Super T-Shirt Bra 32,193,150,150,65,150,25-07-2022,-6,Pcs,,0,0,1,01-01-2100,Swaroop,6,,,0,FALSE
2137,2137,Fit-4 Bra 30,130,110,95,65,85.5,05-09-2022,6,Pcs,6212,0,0,2,01-01-2100,Bakliwal,2,,,0,FALSE
2138,2138,Himali Foam 28,260,220,190,130,167.5,24-01-2023,5,Pcs,,0,0,2,01-01-2100,Bakliwal Hosiery,8,,,0,FALSE
2139,2139,Cool Foam 30,125,105,75,62.5,70,25-01-2023,0,Pcs,,0,0,2,01-01-2100,Bakliwal Hosiery,13,,,0,FALSE
2140,2140,Cool Foam 32,95,75,75,47.5,70,02-07-2022,5,Pcs,,0,0,2,01-01-2100,Bakliwal Hosiery,1,,,0,FALSE
2141,2141,Cool Foam 34,95,75,75,47.5,70,03-12-2022,25,Pcs,,0,0,2,01-01-2100,Bakliwal Hosiery,5,,,0,FALSE
2142,2142,Cool Foam 36,95,75,75,47.5,70,08-12-2022,13,Pcs,,0,0,2,01-01-2100,Bakliwal Hosiery,4,,,0,FALSE
2143,2143,College Foam 28,160,135,120,80,108.75,19-01-2023,1,Pcs,,0,0,2,01-01-2100,Bakliwal,11,,,0,FALSE
2144,2144,College Foam 30,160,135,120,80,108.75,06-10-2022,1,Pcs,,0,0,2,01-01-2100,Bakliwal,12,,,0,FALSE
2145,2145,Yahoo Bra 30,160,130,105,80,97.5,10-10-2022,0,Pcs,6212,0,0,2,01-01-2100,Bakliwal Hosiery,9,,,0,FALSE
2146,2146,Amber venus Bra Slip 36 Color,90,80,88,53,75,01-09-2022,6,Pcs,6212,0,0,2,01-01-2100,Bakliwal,0,,,0,FALSE
2147,2147,Kanchan Panty M,88,60,60,30,50,05-10-2021,-1,Pcs,6108,0,0,1,01-01-2100,Bakliwal,0,,,0,FALSE
2148,2148,Ramola panty M,80,60,60,30,50,07-06-2021,0,Pcs,6108,0,0,1,01-01-2100,Bakliwal,0,,,0,FALSE
2149,2149,Beautiful Pant  White Belt,299,200,200,100,180,20-11-2022,8,Pcs,,0,0,2,01-01-2100,Helisha,2,,,0,FALSE
2150,2150,Beautiful Pant Red Belt,299,200,200,100,180,04-07-2021,7,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2151,2151,Beautiful Pant Green Belt,299,200,200,100,180,06-02-2022,5,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2152,2152,Check Pant Skin,350,200,200,120,180,29-01-2022,0,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2153,2153,Check Pant Nude,350,200,200,120,180,12-05-2021,0,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2154,2154,Check Pant Magenta,350,200,200,120,180,10-01-2022,1,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2155,2155,Check Pant Pink,350,200,200,120,180,11-10-2021,0,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2156,2156,Check Pant Black,350,200,200,120,180,12-05-2021,1,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2157,2157,Check Pant Navy Blue,350,200,200,120,180,09-06-2021,0,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2158,2158,Check Pant Mat Blue,350,200,200,120,180,04-06-2021,2,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2159,2159,Tube Designer F 521 Navy Blue,399,220,169,130,195,19-08-2022,2,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2160,2160,Tube Designer F 521 Magenta,399,220,169,130,195,06-12-2022,0,Pcs,,0,0,2,01-01-2100,Helisha,2,,,0,FALSE
2161,2161,Bralatte Top 336 White,440,300,249,115,300,07-09-2021,5,Pcs,6212,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2162,2162,Bralatte Top 336 Black,440,300,249,115,250,12-05-2021,-1,Pcs,6212,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2163,2163,Bralatte Top 532 White,440,300,300,125,300,24-01-2022,1,Pcs,6212,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2164,2164,Bralatte Top 532 Black,440,300,300,125,300,08-12-2020,0,Pcs,6212,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2165,2165,Sports Bra Cross Belt 1583 Grey,455,350,299,195,285,19-03-2022,6,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2166,2166,Sports Bra Cross Belt 1583 Peach,455,350,299,195,285,28-10-2022,3,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2167,2167,Sports Bra Cross Belt 1583 Black,455,350,299,195,285,21-01-2023,7,Pcs,6212,0,0,2,01-01-2100,Helisha,11,,,0,FALSE
2168,2168,Sports Bra Cross Belt 1583 Sea Blue,455,350,299,195,285,03-07-2021,1,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2169,2169,Bralatte 1582 Sea Blue,399,330,300,155,272.5,26-06-2021,0,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2170,2170,Bralatte 1582 Grey,499,350,300,155,272.5,07-03-2021,0,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2171,2171,Bralatte 1582 Purple,499,330,300,155,272.5,12-05-2021,5,Pcs,6212,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2172,2172,Tummy Trucker 806,700,400,400,190,400,12-05-2021,2,Pcs,,0,0,2,01-01-2100,Helisha,0,,,0,FALSE
2173,2173,Clovia Shaper Panty XXL,1399,1199,449,0,400,12-05-2021,1,Pcs,6108,0,0,0,01-01-2100,Clovia,0,,,0,FALSE
2174,2174,Clovia Fancy Bra 36C,899,750,449,899,400,04-07-2020,1,Pcs,6212,0,0,0,01-01-2100,Clovia,0,,,0,FALSE
2175,2175,Hook Holder Skin,50,30,20,20,18,02-12-2022,11,Pcs,,0,0,0,01-01-2100,Helisha,3,,,0,FALSE
2176,2176,Hook Holder Black,50,30,20,20,18,07-08-2022,13,Pcs,,0,0,0,01-01-2100,Helisha,5,,,0,FALSE
2177,2177,Hook Holder White,50,30,30,20,25,17-12-2022,2,Pcs,,0,0,0,01-01-2100,Helisha,11,,,0,FALSE
2178,2178,Lace Top 527,399,300,189,190,220,25-05-2022,-2,Pcs,,0,0,1,01-01-2100,Bharat,3,,,0,FALSE
2179,2179,Lace Top 527 White,399,250,189,120,220,15-12-2021,8,Pcs,,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2180,2180,Lace Top 527 Skin,399,250,189,120,220,09-06-2021,0,Pcs,,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2181,2181,Lace Top 527 Pink,399,250,189,120,220,29-11-2020,0,Pcs,,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2182,2182,Lace Top 527 Navy Blue,399,250,189,120,220,12-05-2021,0,Pcs,,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2183,2183,Lace Top 527 Magenta,399,250,189,120,220,12-05-2021,0,Pcs,,0,0,1,01-01-2100,Helisha,0,,,0,FALSE
2184,2184,Shorts panty Long Black 4603,225,180,120,68,110,14-01-2023,31,Pcs.,6108,0,0,3,01-01-2100,Helisha,19,,,0,FALSE
2185,2185,Shorts panty Long Candy Pink 4603,225,180,120,65,110,16-12-2022,8,Pcs.,6108,0,0,3,01-01-2100,Helisha,1,,,0,FALSE
2186,2186,Shorts panty Long Peach 4603,225,180,120,65,110,10-05-2022,3,Pcs.,6108,0,0,3,01-01-2100,Helisha,1,,,0,FALSE
2187,2187,Shorts panty Long Blue 4603,225,180,120,65,110,20-06-2020,-1,Pcs.,6108,0,0,3,01-01-2100,Helisha,0,,,0,FALSE
2188,2188,Shorts panty Long Brown 4603,225,180,120,65,110,12-05-2021,-1,Pcs.,6108,0,0,3,01-01-2100,Helisha,0,,,0,FALSE
2189,2189,Shorts panty Long Wine 4603,225,180,120,65,110,15-01-2023,0,Pcs.,6108,0,0,3,01-01-2100,Helisha,0,,,0,FALSE
2190,2190,Shorts panty Long Skin 4603,225,180,120,65,110,29-10-2022,8,Pcs.,6108,0,0,3,01-01-2100,Helisha,3,,,0,FALSE
2191,2191,Heel Anti-Crack Set,199,80,80,40,70,05-01-2023,1,Pcs,,0,0,0,01-01-2100,Helisha,3,,,0,FALSE
2192,2192,Sweat Pads,300,90,80,50,75,07-10-2022,30,Pcs,,0,0,0,01-01-2100,Helisha,7,,,0,FALSE
2193,2193,Modal Panty S,80,50,50,26,40,20-06-2020,0,Pcs,6108,0,0,0,01-01-2100,Helisha,0,,,0,FALSE
2194,2194,Modal Panty M,80,50,50,26,40,12-05-2021,-12,Pcs,6108,0,0,0,01-01-2100,Helisha,0,,,0,FALSE
2195,2195,Modal Panty L,90,50,50,26,40,10-07-2021,-1,Pcs,6108,0,0,0,01-01-2100,Helisha,0,,,0,FALSE
2196,2196,Modal Panty XL,80,50,50,26,40,15-08-2021,13,Pcs,6108,0,0,0,01-01-2100,Helisha,0,,,0,FALSE
2197,2197,Push Up Tiger print 826 32,399,350,300,170,260,10-06-2021,-7,Pcs,,0,0,2,01-01-2100,Kavjay 155,0,,,0,FALSE
2198,2198,Push Up Tiger print 826 34,399,350,300,155,260,22-12-2022,-8,Pcs,,0,0,2,01-01-2100,Kavjay,1,,,0,FALSE
2199,2199,Push Up Tiger print 826 36,399,350,300,155,260,21-07-2022,-6,Pcs,,0,0,2,01-01-2100,Kavjay,1,,,0,FALSE
2200,2200,Push Up Tiger print 826 38,399,350,300,155,260,19-01-2023,-4,Pcs,,0,0,2,01-01-2100,Kavjay,3,,,0,FALSE
2201,2201,Push Up Front hook 1501 32 Black,449,350,340,185,304.5,16-07-2022,-2,Pcs,,0,0,2,01-01-2100,Kavjay,2,,,0,FALSE
2202,2202,Push Up Front hook 1501 32 White,449,350,340,185,304.5,19-03-2022,-1,Pcs,,0,0,2,01-01-2100,Kavjay,1,,,0,FALSE
2203,2203,Push Up Front hook 1501 32 Red,449,350,340,185,304.5,19-03-2022,1,Pcs,,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2204,2204,Push Up Front hook 1501 32 Skin,449,350,340,185,304.5,19-03-2022,1,Pcs,,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2205,2205,Push Up Front hook 1501 32 Purple,449,350,340,185,304.5,12-05-2021,-3,Pcs,,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2206,2206,Push Up Front hook 1501 34 Black,449,350,340,185,304.5,19-06-2022,-2,Pcs,,0,0,2,01-01-2100,Kavjay,2,,,0,FALSE
2207,2207,Push Up Front hook 1501 34 White,449,350,340,185,304.5,11-09-2022,-1,Pcs,,0,0,2,01-01-2100,Kavjay,1,,,0,FALSE
2208,2208,Push Up Front hook 1501 34 Red,449,350,340,185,304.5,19-03-2022,0,Pcs,,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2209,2209,Push Up Front hook 1501 34 Skin,449,350,340,185,304.5,11-09-2022,-2,Pcs,,0,0,2,01-01-2100,Kavjay,2,,,0,FALSE
2210,2210,Push Up Front hook 1501 34 Purple,449,350,340,185,304.5,27-12-2021,-3,Pcs,,0,0,2,01-01-2100,Kavjay,0,,,0,FALSE
2211,2211,Push Up Front hook 1501 36 Black,449,350,340,185,304.5,15-01-2023,-3,Pcs,,0,0,2,01-01-2100,Kavjay,4,,,0,FALSE
2212,2212,Push Up Front hook 1501 36 White,449,350,340,185,304.5,21-07-2022,0,Pcs,,0,0,2,01-01-2100,Kavjay,1,,,0,FALSE
