ID,Barcode,Item_Name,MRP,Rate_A,Rate_B,WS_Price,Rate_C,Last_Used,Available_Stock,UOM,HSN,Tax_Percentage,Discount_Percentage,Low_Stock_Quantity,Expiry_Date,Description,Total_Sold,Brand_Name,Supplier_Name,Full_Bin_Qty,Managed_Bin
1,1,Bath Robe XXL,789,480,480,310,450,01-10-2022,3,Pcs.,,0,0,1,01-01-2100,Bath Robe Multi XXL - Bath Robe - Sunder,3,,,0,FALSE
2,2,Coty Blouse 30,195,160,120,85.8,112.5,14-12-2022,1,Pcs.,,0,0,0,01-01-2100,Coty Blouse Multi 30 - Blouse - Sunder,5,,,0,FALSE
3,3,Coty Blouse 32,146.5,125,120,70,112.5,14-07-2021,0,Pcs.,,0,0,2,01-01-2100,Coty Blouse Multi 32 - Blouse - Sunder,0,,,0,FALSE
4,4,Coty Blouse 34,156,125,120,70,112.5,14-01-2023,1,Pcs.,,0,0,2,01-01-2100,Coty Blouse Multi 34 - Blouse - Sunder,1,,,0,FALSE
6,6,4 Way Sport W/S/B 30,130,115,110,60,87.5,10-06-2022,0,Pcs.,,0,0,0,01-01-2100,4 Way Sport W/S/B Multi 30 - Bra - Sunder,5,,,0,FALSE
7,7,Nancy  Sport W/S/B 32,138,120,120,63,87.5,23-12-2022,6,Pcs.,,0,0,2,01-01-2100,Swaroop Collection,0,,,0,FALSE
8,8,Nancy  Sport W/S/B 34,138,120,120,63,87.5,23-12-2022,6,Pcs.,,0,0,2,01-01-2100,Swaroop Collection,0,,,0,FALSE
9,9,4 Way Sport W/S/B 36,130,115,110,55,85,12-07-2022,1,Pcs.,,0,0,2,01-01-2100,A Way Sport W/S/B Multi 36 - Bra - Sunder,1,,,0,FALSE
11,11,Aashmi 34,157.5,130,130,70,105,07-01-2021,0,Pcs.,,0,0,2,01-01-2100,Aashmi Multi 34 - Bra - Sunder,0,,,0,FALSE
12,12,Aashmi 36,157.5,130,130,70,105,18-11-2020,1,Pcs.,,0,0,2,01-01-2100,Aashmi Multi 36 - Bra - Sunder,0,,,0,FALSE
13,13,Air Bra F 5017,205,100,69,53,60,24-07-2022,-6,Pcs.,6212,0,0,2,01-01-2100,Air Bra Multi F - Bra - Sunder,7,,,0,FALSE
14,14,Benefit Seamless 30,220,190,155,110,150,18-10-2022,4,Pcs.,6212,0,0,0,01-01-2100,Benefit Seamless Multi 30 - Bra - Sunder,4,,,0,FALSE
15,15,Benefit Seamless 32,186.25,160,155,80,150,12-10-2022,0,Pcs.,6212,0,0,3,01-01-2100,Benefit Seamless Multi 32 - Bra - Sunder,3,,,0,FALSE
16,16,Benefit Seamless 34,186.25,160,155,80,150,29-11-2022,2,Pcs.,6212,0,0,1,01-01-2100,Benefit Seamless Multi 34 - Bra - Sunder,7,,,0,FALSE
18,18,Blouse White bra F,499,400,400,349,400,18-11-2018,1,Pcs.,6212,0,0,1,01-01-2100,Blouse White bra White F - Bra - Amazon,0,,,0,FALSE
19,19,Check Set 30,190,155,155,75,122.5,12-05-2021,2,Pcs.,,0,0,1,01-01-2100,Check Set Multi 30 - Bra - Sunder,0,,,0,FALSE
20,20,Check Set 32 R,190,155,155,75,122.5,02-01-2019,0,Pcs.,,0,0,1,01-01-2100,Check Set Multi 32 - Bra - Sunder,0,,,0,FALSE
22,22,Check Set 36 R,190,155,155,75,122.5,18-02-2021,0,Pcs.,,0,0,1,01-01-2100,Check Set Multi 36 - Bra - Sunder,0,,,0,FALSE
23,23,VIvo Foam 28,108,70,70,49.16,70,18-06-2021,0,Pcs.,,0,0,2,01-01-2100,Classic VIvo Foam Multi 28 - Bra - Bharat,0,,,0,FALSE
24,24,VIvo Foam 30,92.5,70,70,49.16,70,05-12-2019,0,Pcs.,,0,0,2,01-01-2100,Classic VIvo Foam Multi 30 - Bra - Bharat,0,,,0,FALSE
25,25,VIvo Foam 32,92,70,70,49.16,70,11-02-2021,0,Pcs.,,0,0,2,01-01-2100,Classic VIvo Foam Multi 32 - Bra - Bharat,0,,,0,FALSE
26,26,Voda Foam 28,102,90,90,54.58,78.29,16-12-2021,-5,Pcs.,,0,0,2,01-01-2100,Classic Voda Foam Multi 30 - Bra - Bharat,0,,,0,FALSE
27,27,Voda Foam 30,102,90,90,54.58,78.29,23-12-2020,0,Pcs.,,0,0,2,01-01-2100,Classic Voda Foam Multi 30 - Bra - Bharat,0,,,0,FALSE
28,28,Voda Foam 32,102,90,90,54.58,78.29,20-06-2020,-1,Pcs.,,0,0,2,01-01-2100,Classic Voda Foam Multi 32 - Bra - Bharat,0,,,0,FALSE
29,29,Comfort 30,102,65,62,38,62,04-12-2022,22,Pcs.,,0,0,3,01-01-2100,Comfort  30 Multi 30 - Bra - Sunder,4,,,0,FALSE
30,30,Comfort  32,102,65,62,38,62,12-05-2021,0,Pcs.,,0,0,2,01-01-2100,Comfort  32 Multi 32 - Bra - Sunder,0,,,0,FALSE
31,31,Comfort  34,102,65,62,38,62,25-01-2023,7,Pcs.,,0,0,2,01-01-2100,Comfort  34 Multi 34 - Bra - Sunder,7,,,0,FALSE
32,32,Comfort  36,102,65,62,38,62,20-12-2022,29,Pcs.,,0,0,2,01-01-2100,Comfort  36 Multi 36 - Bra - Sunder,4,,,0,FALSE
34,34,Damini 36,137,120,85,72,76.5,23-01-2023,5,Pcs.,,0,0,2,01-01-2100,Damini Multi 36 - Bra - Bharat,12,,,0,FALSE
35,35,Dis 554 Sports 30,175,155,155,85,122.5,21-10-2022,9,Pcs.,,0,0,2,01-01-2100,Dis 554 Sports Multi 30 - Bra - Sunder,2,,,0,FALSE
36,36,Dis 554 Sports 32,175,155,155,85,122.5,12-12-2022,0,Pcs.,,0,0,2,01-01-2100,Dis 554 Sports Multi 32 - Bra - Sunder,2,,,0,FALSE
37,37,Dis 554 Sports 34,175,155,155,85,122.5,22-06-2021,2,Pcs.,,0,0,2,01-01-2100,Dis 554 Sports Multi 34 - Bra - Sunder,0,,,0,FALSE
38,38,Dis 554 Sports 36,175,155,155,85,122.5,07-05-2022,-1,Pcs.,,0,0,2,01-01-2100,Dis 554 Sports Multi 36 - Bra - Sunder,2,,,0,FALSE
39,39,Forway 30,75,50,50,30,45,20-02-2022,17,Pcs.,,0,0,0,01-01-2100,Foar Way   Multi 30 - Bra - Sunder,0,,,0,FALSE
40,40,Forway 32,75,50,50,30,45,12-05-2021,3,Pcs.,,0,0,2,01-01-2100,Foar Way   Multi 32 - Bra - Sunder,0,,,0,FALSE
41,41,Forway 34,75,50,50,30,45,19-03-2022,0,Pcs.,,0,0,2,01-01-2100,Foar Way   Multi 34 - Bra - Sunder,1,,,0,FALSE
42,42,Forway 36,75,50,50,30,45,17-08-2022,4,Pcs.,,0,0,2,01-01-2100,Foar Way   Multi 36 - Bra - Sunder,1,,,0,FALSE
43,43,Honey Foam 28,151,110,110,77,106,25-01-2023,12,Pcs.,,0,0,2,01-01-2100,Honey Foam Multi 28 - Bra - Bharat,3,,,0,FALSE
44,44,Honey Foam 30,151,110,110,77,106,28-09-2022,5,Pcs.,,0,0,2,01-01-2100,Honey Foam Multi 30 - Bra - Bharat,5,,,0,FALSE
45,45,Honey Foam 32,151,110,110,77,106,25-01-2023,3,Pcs.,,0,0,2,01-01-2100,Honey Foam Multi 32 - Bra - Bharat,3,,,0,FALSE
46,46,Mayuri 30,102,70,70,40,65,12-05-2021,8,Pcs.,,0,0,4,01-01-2100,Mayuri White Print 30 - Bra - Sunder,0,,,0,FALSE
47,47,Mayuri 32,102,70,70,40,65,25-06-2020,0,Pcs.,,0,0,2,01-01-2100,Mayuri White Print 32 - Bra - Sunder,0,,,0,FALSE
48,48,Mayuri 34,102,70,70,40,65,12-05-2021,5,Pcs.,,0,0,3,01-01-2100,Mayuri White Print 34 - Bra - Sunder,0,,,0,FALSE
49,49,Mayuri 36,102,70,70,40,65,21-01-2023,4,Pcs.,,0,0,2,01-01-2100,Mayuri White Print 36 - Bra - Sunder,1,,,0,FALSE
50,50,Millanch Foam 30,142.5,150,120,68,99,16-12-2020,0,Pcs.,,0,0,2,01-01-2100,Millanch Foam Multi 30 - Bra - Sunder,0,,,0,FALSE
51,51,Millanch Foam 32,142.5,150,120,68,99,14-06-2021,0,Pcs.,,0,0,2,01-01-2100,Millanch Foam Multi 32 - Bra - Sunder,0,,,0,FALSE
52,52,Millanch Foam 34,142.5,150,120,68,99,20-06-2020,0,Pcs.,,0,0,2,01-01-2100,Millanch Foam Multi 34 - Bra - Sunder,0,,,0,FALSE
53,53,Millanch Foam 36,142.5,150,120,68,99,20-06-2020,0,Pcs.,,0,0,2,01-01-2100,Millanch Foam Multi 36 - Bra - Sunder,0,,,0,FALSE
54,54,New Look Cotton(Nike) 30,91.25,65,65,38,59,06-08-2022,13,Pcs.,,0,0,2,01-01-2100,New Look Cotton(Nike) White 30 - Bra - Sunder,4,,,0,FALSE
55,55,New Look Cotton(Nike) 32,91.25,65,65,38,59,14-10-2022,2,Pcs.,,0,0,2,01-01-2100,New Look Cotton(Nike) White 32 - Bra - Sunder,7,,,0,FALSE
56,56,New Look Cotton(Nike) 34,91.25,65,65,38,59,14-09-2022,3,Pcs.,,0,0,2,01-01-2100,New Look Cotton(Nike) White 34 - Bra - Sunder,5,,,0,FALSE
57,57,New Look Cotton(Nike) 36,91.25,65,65,38,59,20-10-2022,7,Pcs.,,0,0,2,01-01-2100,New Look Cotton(Nike) White 36 - Bra - Sunder,5,,,0,FALSE
58,58,Regal WSB 34,110,76,76,45,67.5,24-07-2020,0,Pcs.,,0,0,2,01-01-2100,Regal WSB Multi 34 - Bra - Sunder,0,,,0,FALSE
59,59,Regal WSB 36,110,76,76,45,67.5,08-09-2021,1,Pcs.,,0,0,2,01-01-2100,Regal WSB Multi 36 - Bra - Sunder,0,,,0,FALSE
60,60,Regal WSB 38,110,76,76,45,67.5,11-02-2021,1,Pcs.,,0,0,2,01-01-2100,Regal WSB Multi 38 - Bra - Sunder,0,,,0,FALSE
61,61,Regal WSB 40,110,76,76,45,67.5,07-11-2020,2,Pcs.,,0,0,2,01-01-2100,Regal WSB Multi 40 - Bra - Sunder,0,,,0,FALSE
62,62,Riya Foam 34,146,120,120,74.5,102.25,20-06-2020,0,Pcs.,,0,0,1,01-01-2100,Riya Foam Multi 34 - Bra - Bharat,0,,,0,FALSE
63,63,Riya Foam 36,146,120,120,74.5,102.25,20-06-2020,0,Pcs.,,0,0,1,01-01-2100,Riya Foam Multi 36 - Bra - Bharat,0,,,0,FALSE
64,64,Salora 30,181.25,150,140,75,120,06-03-2021,0,Pcs.,,0,0,4,01-01-2100,Salora Multi 30 - Bra - Sunder,0,,,0,FALSE
65,65,Salora 32,181.25,150,140,75,120,20-06-2020,-1,Pcs.,,0,0,3,01-01-2100,Salora Multi 32 - Bra - Sunder,0,,,0,FALSE
66,66,Salora 34,181.25,150,140,75,120,05-12-2021,1,Pcs.,,0,0,2,01-01-2100,Salora Multi 34 - Bra - Sunder,0,,,0,FALSE
67,67,Salora 36,181.25,150,140,75,120,13-12-2022,6,Pcs.,,0,0,3,01-01-2100,Salora Multi 36 - Bra - Sunder,10,,,0,FALSE
68,68,Sameera Mould with TP 32,240,220,180,105,180,19-05-2022,3,Pcs.,,0,0,2,01-01-2100,Sameera Mould with TP Multi 32 - Bra - Sunder,1,,,0,FALSE
69,69,Sameera Mould with TP 34,240,220,190,110,190,02-01-2022,1,Pcs.,,0,0,2,01-01-2100,Sameera Mould with TP Multi 34 - Bra - Sunder,0,,,0,FALSE
70,70,Sameera Mould with TP 36,240,220,190,110,190,03-09-2022,-3,Pcs.,,0,0,2,01-01-2100,Sameera Mould with TP Multi 36 - Bra - Sunder,8,,,0,FALSE
71,71,Secret 34,130,110,110,65,90,18-07-2020,-1,Pcs.,,0,0,2,01-01-2100,Secret White 34 - Bra - Bharat,0,,,0,FALSE
72,72,Secret 36,130,110,110,65,90,07-10-2020,2,Pcs.,,0,0,2,01-01-2100,Secret White 36 - Bra - Bharat,0,,,0,FALSE
73,73,Mumtaj 34,103,85,85,51,77,20-06-2020,0,Pcs.,,0,0,2,01-01-2100,Sharmeelee Mumtaj Multi 34 - Bra - Bharat,0,,,0,FALSE
74,74,Mumtaj 36,103,85,85,51,77,25-10-2022,5,Pcs.,,0,0,2,01-01-2100,Sharmeelee Mumtaj Multi 36 - Bra - Bharat,1,,,0,FALSE
75,75,Mumtaj 38,103,85,85,51,77,12-05-2021,18,Pcs.,,0,0,2,01-01-2100,Sharmeelee Mumtaj Multi 38 - Bra - Bharat,0,,,0,FALSE
76,76,Silicon Butterfly Black C Cup,499,300,239,180,290,23-12-2022,4,Pcs.,,0,0,1,01-01-2100,Silicon Butterfly Black Black F - Bra - Sunder/Kavjay,9,,,0,FALSE
77,77,Silicon Butterfly Skin C Cup,499,300,239,180,290,17-12-2022,3,Pcs.,,0,0,1,01-01-2100,Silicon Butterfly Skin  F - Bra - Sunder/Kavjay,10,,,0,FALSE
78,78,SW 853 Side Support 34,195,160,160,93,141.5,23-07-2022,0,Pcs.,,0,0,2,01-01-2100,SW 853 Side Support Multi 34 - Bra - Sunder,1,,,0,FALSE
79,79,SW 853 Side Support 36,195,160,160,93,141.5,08-01-2022,2,Pcs.,,0,0,2,01-01-2100,SW 853 Side Support Multi 36 - Bra - Sunder,0,,,0,FALSE
80,80,SW 853 Side Support 38,195,160,160,93,141.5,12-03-2022,4,Pcs.,,0,0,2,01-01-2100,SW 853 Side Support Multi 38 - Bra - Sunder,4,,,0,FALSE
81,81,SW 853 Side Support 40,195,160,160,93,141.5,06-01-2022,11,Pcs.,,0,0,2,01-01-2100,SW 853 Side Support Multi 40 - Bra - Sunder,0,,,0,FALSE
84,84,Tube Plain Bra,135,80,59,38,76,17-01-2023,26,Pcs.,6212,0,0,1,01-01-2100,Tube Bra Red Red M - Bra - Sunder,26,,,0,FALSE
86,86,Unity Col 30,140,110,110,58,91.5,04-05-2019,2,Pcs.,,0,0,2,01-01-2100,Unity Col Multi 30 - Bra - Sunder,0,,,0,FALSE
87,87,Unity Col 32,140,110,110,58,91.5,20-06-2020,1,Pcs.,,0,0,2,01-01-2100,Unity Col Multi 32 - Bra - Sunder,0,,,0,FALSE
88,88,Unity Col 34,140,110,110,58,91.5,20-06-2020,1,Pcs.,,0,0,2,01-01-2100,Unity Col Multi 34 - Bra - Sunder,0,,,0,FALSE
89,89,Welcome 32,97.5,76,76,45,67.5,17-10-2022,0,Pcs.,,0,0,2,01-01-2100,Welcome White 32 - Bra - Sunder,1,,,0,FALSE
90,90,Welcome 34,97.5,76,76,45,67.5,26-10-2021,1,Pcs.,,0,0,2,01-01-2100,Welcome White 34 - Bra - Sunder,0,,,0,FALSE
92,92,Welcome 38,97.5,76,76,45,67.5,08-06-2021,0,Pcs.,,0,0,2,01-01-2100,Welcome White 38 - Bra - Sunder,0,,,0,FALSE
93,93,Boom Set 30,170,135,135,70,112.5,12-05-2021,4,Pcs.,,0,0,1,01-01-2100,Boom Set Print 30 - Bra Panty Set - Sunder,0,,,0,FALSE
94,94,Boom Set 32 R,170,135,135,70,112.5,09-03-2019,0,Pcs.,,0,0,1,01-01-2100,Boom Set Print 32 - Bra Panty Set - Sunder,0,,,0,FALSE
95,95,Boom Set 34 R,170,140,140,80,117.5,06-05-2022,0,Pcs.,,0,0,1,01-01-2100,Boom Set Print 34 - Bra Panty Set - Sunder,1,,,0,FALSE
96,96,Boom Set 36 R,170,140,140,80,117.5,15-10-2021,7,Pcs.,,0,0,1,01-01-2100,Boom Set Print 36 - Bra Panty Set - Sunder,0,,,0,FALSE
97,97,Drim Set 32,255,199,199,130,180,18-01-2020,0,Pcs.,,0,0,1,01-01-2100,Drim Set Multi 32 - Bra Panty Set - Sunder,0,,,0,FALSE
98,98,Drim Set 34,255,199,199,130,180,07-01-2020,0,Pcs.,,0,0,1,01-01-2100,Drim Set Multi 34 - Bra Panty Set - Sunder,0,,,0,FALSE
99,99,Ultra Set 34 R,310,250,250,135,207.5,22-06-2020,0,Pcs.,,0,0,1,01-01-2100,Ultra Set Multi 34 - Bra Panty Set - Sunder,0,,,0,FALSE
100,100,Ultra Set 36,310,250,250,135,207.5,24-08-2021,0,Pcs.,,0,0,1,01-01-2100,Ultra Set Multi 36 - Bra Panty Set - Sunder,0,,,0,FALSE
101,101,Umrao Set 32,291,230,205,129,194.5,21-07-2019,2,Pcs.,,0,0,1,01-01-2100,Umrao Set Multi 32 - Bra Panty Set - Bharat,0,,,0,FALSE
102,102,Umrao Set 34,291,230,205,129,194.5,28-06-2021,0,Pcs.,,0,0,1,01-01-2100,Umrao Set Multi 34 - Bra Panty Set - Bharat,0,,,0,FALSE
103,103,Shreen Catalog Set F 1333,515,380,380,294,347,20-06-2020,1,Pcs.,,0,0,2,01-01-2100,Shreen Catalog Set  F - Gown - Sunder,0,,,0,FALSE
104,104,Brown catalog Set F Gown,550,450,450,332,416,18-11-2018,6,Pcs.,,0,0,2,01-01-2100,Brown catalog Set  F - Gown - Sunder,0,,,0,FALSE
105,105,Shreen Feeding catalog Set 1013F,465,400,400,278,339,10-08-2020,0,Pcs.,,0,0,2,01-01-2100,Shreen Feeding catalog Set  F - Gown - Sunder,0,,,0,FALSE
106,106,Kyra Catalog Gown F 2567,650,500,450,305,413,10-07-2022,1,Pcs.,,0,0,2,01-01-2100,Kyra catalog Set  F - Gown - Sunder,1,,,0,FALSE
107,107,Paris catalog Set F,600,480,480,369,434.5,10-11-2020,-1,Pcs.,,0,0,2,01-01-2100,Paris catalog Set  F - Gown - Sunder,0,,,0,FALSE
108,108,Cotton  Lace F,315,240,240,176,213,18-11-2018,0,Pcs.,,0,0,0,01-01-2100,Cotton  Lace  F - Gown - Sunder,0,,,0,FALSE
109,109,Cotton Reg\Bizz Lizzy F,315,250,200,162,181,28-07-2021,0,Pcs.,,0,0,0,01-01-2100,Sunder,0,,,0,FALSE
110,110,Hitesh Cotton Gown F,400,300,300,190,270,12-06-2022,2,Pcs.,,0,0,1,01-01-2100,Hitesh Cotton Gown  F - Gown - Sunder,1,,,0,FALSE
111,111,Short Gown F 6916,505,500,500,398,449,06-05-2019,2,Pcs.,,0,0,1,01-01-2100,Short One Piece Print F - Gown - Bharat,0,,,0,FALSE
112,112,Kaftan Cotton F,350,280,280,203,251.5,30-05-2020,0,Pcs.,,0,0,1,01-01-2100,Kaftan Cotton Print F - Gown - Bharat,0,,,0,FALSE
113,113,Kaftan Hosiary F,450,400,400,298,374,18-11-2018,3,Pcs.,,0,0,1,01-01-2100,Kaftan Hosiary Print F - Gown - Bharat,0,,,0,FALSE
114,114,Lycra\Sarina F,236,160,160,110,155,17-08-2020,8,Pcs.,,0,0,2,01-01-2100,Lycra\Sarina  F - Gown - Sunder,0,,,0,FALSE
116,116,Nighty 4P Pink F,1480,900,900,492,800,18-11-2018,0,Pcs.,,0,0,0,01-01-2100,Nighty 4P Pink Pink F - Gown - Sunder,0,,,0,FALSE
117,117,Nighty 4P Purple F,1340,900,900,465,800,18-11-2018,0,Pcs.,,0,0,1,01-01-2100,Nighty 4P Purple Purple F - Gown - Sunder,0,,,0,FALSE
118,118,Night Suit F 250,310,250,250,142,196,18-11-2018,1,Pcs.,,0,0,2,01-01-2100,Night Suit Print F - Night Suit - Bharat,0,,,0,FALSE
119,119,Night Suit  L  3/4 600,720,550,550,419,509.5,12-05-2021,3,Pcs.,,0,0,2,01-01-2100,Night Suit Large Print L - Night Suit - Bharat,0,,,0,FALSE
120,120,Classic Activa (M) 85,95,70,70,48,64,13-12-2020,0,Pcs.,,0,0,2,01-01-2100,Classic Activa (M) Multi 85 - Panty - Bharat,0,,,0,FALSE
126,126,Fair Lady Plain 80,63,45,45,38.5,41,24-12-2022,29,Pcs.,,0,0,3,01-01-2100,Essa Fair Lady Dark Plain 80 - Panty - Sunder,21,,,0,FALSE
127,127,Fair Lady Plain 85,73,50,45,40,41,20-01-2023,3,Pcs.,,0,0,3,01-01-2100,Essa Fair Lady Dark Plain 85 - Panty - Sunder,115,,,0,FALSE
128,128,Fair Lady Plain 90,73,50,45,40,41,23-01-2023,6,Pcs.,,0,0,3,01-01-2100,Bakliwal,125,,,0,FALSE
129,129,Fair Lady Plain 95,83,55,46,46,45,14-01-2023,19,Pcs.,,0,0,2,01-01-2100,Essa Fair Lady Dark Plain 95 - Panty - Sunder,70,,,0,FALSE
130,130,Fair Lady Plain 100,83,55,46,46,42,18-01-2023,5,Pcs.,,0,0,2,01-01-2100,Essa Fair Lady Dark Plain 100 - Panty -Swaroop,128,,,0,FALSE
131,131,Fancy Net Panty F,349,200,150,72,103.5,17-01-2023,125,Pcs.,6108,0,0,2,01-01-2100,Fancy Net Panty Multi F - Panty - Sunder,5,,,0,FALSE
134,134,Lancy Care M 85,125,100,90,62,86.5,19-12-2022,54,Pcs.,,0,0,4,01-01-2100,Lancy Care Multi M - Panty - Sunder,15,,,0,FALSE
135,135,Lancy Care L 90,130,110,90,68,85,07-10-2022,15,Pcs.,,0,0,4,01-01-2100,Lancy Care Multi L - Panty - Sunder,20,,,0,FALSE
136,136,Lancy Care XL 95,120,100,90,62,84,24-11-2022,20,Pcs.,,0,0,2,01-01-2100,Lancy Care Multi XL - Panty - Sunder,13,,,0,FALSE
137,137,Lancy Care XXL 100,135,110,98,67,90,21-01-2023,68,Pcs.,,0,0,4,01-01-2100,Lancy Care Multi XXL - Panty - Sunder,13,,,0,FALSE
138,138,Zever  85,90,70,70,48.5,64.25,04-09-2019,0,Pcs.,,0,0,4,01-01-2100,Zever 1204 Multi M - Panty - Bharat,0,,,0,FALSE
139,139,Zever 1602 90,116,100,70,62,64.25,19-01-2022,0,Pcs.,,0,0,2,01-01-2100,Zever 1204 Multi L - Panty - Bharat,0,,,0,FALSE
140,140,Kenisha Cycling short 32,92,80,80,51,68,22-10-2020,0,Pcs.,,0,0,3,01-01-2100,Kanishka Cycling short Black 32 - Short - Bharat,0,,,0,FALSE
141,141,Kenisha Cycling short 34,97.75,80,80,54,72,30-07-2021,0,Pcs.,,0,0,2,01-01-2100,Kanishka Cycling short Black 34 - Short - Bharat,0,,,0,FALSE
142,142,Kenisha Cycling short 36,95,85,85,57,76,13-03-2021,0,Pcs.,,0,0,2,01-01-2100,Kanishka Cycling short Black 36 - Short - Bharat,0,,,0,FALSE
143,143,Rich Girl T Back  32,150,90,90,45.6,85,17-09-2022,53,Pcs.,,0,0,4,01-01-2100,Rich Girl  T-shirt Bra Multi 32 - Slip - Bharat,1,,,0,FALSE
144,144,Rich Girl T Back 34,150,90,90,45.6,85,25-05-2022,24,Pcs.,,0,0,4,01-01-2100,Rich Girl  T-shirt Bra Multi 34 - Slip - Bharat,2,,,0,FALSE
145,145,Rich Girl T Back 36,108,90,90,45.6,75,05-04-2022,6,Pcs.,,0,0,2,01-01-2100,Rich Girl  T-shirt Bra Multi 36 - Slip - Bharat,1,,,0,FALSE
146,146,Royal  F Slip,110,80,80,50,75,21-07-2021,-7,Pcs.,,0,0,2,01-01-2100,Royal White White F - Slip - Bharat,0,,,0,FALSE
147,147,Perfect Slip,110,80,80,48,74,25-07-2019,1,Pcs.,,0,0,2,01-01-2100,perfect- Bharat,0,,,0,FALSE
152,152,Ankle Thumb 65 F,65,55,55,36.5,50.75,18-11-2018,0,Pcs.,,0,0,0,01-01-2100,Ankle Thumb 65 Multi F - Socks - Sunder,0,,,0,FALSE
154,154,Long Plain Thumb F,55,45,45,30,42.5,18-11-2018,0,Pcs.,,0,0,0,01-01-2100,Long Plain Thumb Skin F - Socks - Sunder,0,,,0,FALSE
155,155,Print Thumb Woolen F,75,60,60,41,58,25-01-2020,0,Pcs.,,0,0,0,01-01-2100,Ankle Print Thumb Woolen Skin F - Socks - Sunder,0,,,0,FALSE
161,161,Paris Beauty CK 30,149,130,110,100,120,04-12-2022,9,Pcs.,,0,0,2,01-01-2100,Paris Beauty White  - Bra - Sunder,9,,,0,FALSE
167,167,Socks 30,35,25,25,14,22,20-11-2022,-15,Pcs.,,0,0,5,01-01-2100,Stoking ankle Long Skin f - Socks - Sunder,1,,,0,FALSE
171,171,Shorts Panty Long,225,200,120,70,110,17-08-2020,1,Pcs.,6108,0,0,3,01-01-2100,Long  Shorts Black f - Shorts - swaroop,0,,,0,FALSE
172,172,Lingries 8732,715,640,640,480,575,07-02-2019,0,Pcs.,,0,0,0,01-01-2100,Lingries Type 1   - Gown - Sunder,0,,,0,FALSE
174,174,Lingrie5945,390,300,300,210,285,22-04-2019,-1,Pcs.,,0,0,0,01-01-2100,Lingries Type 3   - Gown - Sunder,0,,,0,FALSE
175,175,Lingrie 2946,397,300,300,210,280,20-05-2019,0,Pcs.,,0,0,1,01-01-2100,Lingries Type 4   - Gown - Sunder,0,,,0,FALSE
176,176,Lingries 8062,690,600,600,390,520,07-02-2019,2,Pcs.,,0,0,1,01-01-2100,Lingries Type 5   - Gown - Sunder,0,,,0,FALSE
177,177,Short Slip,350,260,260,166,223,30-04-2019,0,Pcs.,,0,0,1,01-01-2100,Lingries Type 6   - Gown - Sunder,0,,,0,FALSE
183,183,Backless Pooja 32,240,200,200,120,200,22-10-2022,9,Pcs.,6212,0,0,2,01-01-2100,Backless Multi  - Bra -Bakliwal Hosiery,10,,,0,FALSE
186,186,Classic Activa 2XL,95,75,75,51,70.5,15-06-2022,0,Pcs.,,0,0,2,01-01-2100,Classic Activa Multi 2XL - Panty - Bharat,1,,,0,FALSE
187,187,1094 Lingries lower Top,400,260,260,155,212.5,19-06-2019,0,Pcs.,,0,0,1,01-01-2100,Lingries Type 1 Multi  - Night Suit - Bharat,0,,,0,FALSE
189,189,Dol 63,650,450,450,309,429.5,04-12-2019,-1,Pcs.,,0,0,2,01-01-2100,Long 2 pie jacke2 Multi L - Night Suit - Bharat,0,,,0,FALSE
193,193,Feeding Bra 32,138,110,85,46,83,10-10-2020,2,Pcs.,6212,0,0,2,01-01-2100,Feeding Bra white  - Bra - Kartik,0,,,0,FALSE
199,199,Zever 1205  80,97,75,70,55,67.375,04-07-2022,1,Pcs.,,0,0,2,01-01-2100,Zever 908 Multi  - Panty - Kartik,4,,,0,FALSE
201,201,Dimpy 32,85,66,66,41.66,60.83,27-08-2022,0,Pcs.,,0,0,2,01-01-2100,Dimpi Multi  - Bra - Kartik,2,,,0,FALSE
203,203,Zever 1602 100,120,100,75,64.5,70.205,21-01-2023,2,Pcs.,,0,0,4,01-01-2100,Zever  1302 Multi  - Panty - Kartik,4,,,0,FALSE
206,206,Backless pooja 34,240,200,158,120,146.25,16-11-2022,8,Pcs.,6212,0,0,2,01-01-2100,Backless Multi  - Bra -Bakliwal Hosiery,11,,,0,FALSE
212,212,Life Partner XL night suit,1100,750,750,534,692,09-06-2019,0,Pcs.,,0,0,1,01-01-2100,Life Partner  - Jhulelal,0,,,0,FALSE
213,213,Life Partner Black Bag L Gown,810,550,450,315,450,05-07-2020,0,Pcs.,,0,0,2,01-01-2100,Life Partner Black Bag   - Gown - Jhulelal,0,,,0,FALSE
215,215,Millanch Sports 30,188,150,150,87,120,15-01-2023,4,Pcs.,,0,0,2,01-01-2100,Millanch Sports Multi  - Bra - Swaroop,20,,,0,FALSE
225,225,Feeding Bra Cotton 34,132,100,100,55,87.5,24-09-2021,10,Pcs.,6212,0,0,2,01-01-2100,Feeding Bra   - Bra  - Swaroop,0,,,0,FALSE
231,231,Socks Ganpati 20,30,20,18,11.5,15.75,16-01-2023,136,Pcs.,,0,0,4,01-01-2100,Swaroop/NHCAP 12,18,,,0,FALSE
234,234,T-Shirt XXL,250,125,125,83,125,08-01-2022,1,Pcs.,,0,0,2,01-01-2100,T-Shirt Multi XXL - T -shirt - Swaroop,0,,,0,FALSE
